,商品名,価格,url,説明文,Jancode
54,オーマイ スパゲッティ 1.9mm 300g 20袋 スパゲティ パスタ,4320,https://item.rakuten.co.jp/kumano-nakatani/4902170010840-20/,,
55,オーマイプラス 糖質50％オフパスタ(240g)【carbo_2】【オーマイプラス】[ダイエット 糖質オフ 糖質カット 健康],339,https://item.rakuten.co.jp/rakuten24/4902170254008/,お店TOP＞フード＞穀物・豆・麺類＞パスタ＞スパゲティ(直径1.6mm-2.2mm)＞オーマイプラス 糖質50％オフパスタ (240g)【オーマイプラス 糖質50％オフパスタの商品詳細】●普段の食事で使用しているスパゲッティを置き換える事で1食あたりの糖質量を50％*カットできるパスタ。●ロール製法によりボソボソ感を抑え、もちもちした弾力を実現。*「日本食品表示成分表2015年版のマカロニ・スパゲッティ 乾」との比較【品名・名称】パスタ風めん【オーマイプラス 糖質50％オフパスタの原材料】小麦粉(国内製造)、小麦たん白、デュラム小麦のセモリナ、全粒小麦粉、食塩／加工でん粉、着色料(カロチノイド)、(一部に小麦を含む)【栄養成分】1食(80g)あたりエネルギー：222kcal、たんぱく質：12.6g、脂質：1.4g、炭水化物：54.0g、糖質：25.7g、食物繊維：28.3g、食塩相当量：2.0g【アレルギー物質】小麦【保存方法】直射日光、湿気を避けて常温で保存してください。【注意事項】・開封後は吸湿・虫害などを防ぐため、輪ゴムなどで袋口を閉めてください。・細かい斑点が見られますが、品質には問題ありません。【原産国】日本【ブランド】オーマイプラス【発売元、製造元、輸入元又は販売元】株式会社 ニップン ※2021/1/1より日本製粉から変更リニューアルに伴い、パッケージ・内容等予告なく変更する場合がございます。予めご了承ください。株式会社 ニップン ※2021/1/1より日本製粉から変更102-0083 東京都千代田区麹町4-80120-184157広告文責：楽天グループ株式会社電話：050-5577-5043[麺類/ブランド：オーマイプラス/],
56,【1000円ポッキリ】【送料無料】赤城食品 北海道パスタ 270g×3 お試しセット パスタ 1.6mm 北海道産小麦使用 ゆめちから 乾麺 国産パスタ ネコポス ポスト投函,1000,https://item.rakuten.co.jp/akagikanmen-shop/40001/,商品説明 名称 北海道パスタ おためしセット 原材料名 小麦粉（ゆめちから） ※HAL認証農産物製使用 内容量 270g×3 賞味期限 製造後3年 標準茹で時間 7分 保存方法 直射日光・高温多湿を避けて、常温で保存して下さい。 石鹸化粧品等臭気の強い物と一緒に保管しないで下さい。 製造者 赤城食品株式会社 群馬県太田市台之郷町1115 備考 メール便でのお届けとなります。 ポスト投函のため、配送日時の指定はできません。赤城食品 北海道パスタ 270g 北海道産「ゆめちから」を使用したスパゲッティ グルテン含有量の高い超強力小麦、北海道産「ゆめちから」を100%使用したこだわりのスパゲッティ。 今までの乾麺のパスタとは違う、生パスタのようなもちもち食感が特徴です。 お気軽にお試しいただける3パックセットです。 ネコポスにて、送料無料でお届けします。,
57,早ゆで ローマンスパゲッチ 1.8mm 3kg 業務用 パスタ ゆで時間4分 早ゆでパスタ スパゲッティ もちもち 麺 早茹で pasta 備蓄 乾麺 保存食 非常食 大容量 大量消費 スパゲティ 強力小麦粉 ボルカノ スパゲッチ | スパゲティー 食べ物 たべもの 国産 食品 美味しい,1530,https://item.rakuten.co.jp/nichimaclub/10000567/,【お得なケース販売はこちら】 仕様 商品名 スパゲッティ 内容量 3kg 製造者 日本製麻株式会社 食品事業部 北陸工場〒939-1347 富山県砺波市下中3番地3 標準ゆで時間 4分 原材料 強力小麦粉、デュラム小麦のセモリナ アレルゲン 小麦 保存方法 直射日光、湿気を避け、常温で保存して下さい。 【その他ボルカノ商品】,
58,"【中古】 パスタ〜恋が出来るまで〜DVD−BOX2／コン・ヒョジン,イ・ソンギュン,アレックス 【中古】afb",4620,https://item.rakuten.co.jp/bookoffonline/0016434337/,"コン・ヒョジン,イ・ソンギュン,アレックス販売会社/発売会社：カルチュア・コンビニエンス・クラブ（株）(TCエンタテインメント（株）)発売年月日：2011/01/05JAN：4582224469406あなたも恋がしたくなる",4582224469406
59,【ふるさと納税】 ツナ缶 缶詰 フレーク油漬け サラダ パスタ エキストラバージンオイル アレンジ アウトドア キャンプ 焼津 70g×24缶 SO50 オリーブオイルツナ・ガーリックツナ 24缶セット a15-356,15000,https://item.rakuten.co.jp/f222127-yaizu/a15-356/,製品仕様 名称 SO50 オリーブオイルツナ・ガーリックツナ[24缶セット](a15-356) お礼品内容 オリーブオイルツナ：70g×12缶、ガーリックツナ：70g×12缶 期限表示 [賞味期限]製造から3年 産地 【産地】国内／【製造】焼津市内／【加工】焼津市内 発送方法 常温 お礼品説明 オリーブオイルツナとガーリックツナの詰め合わせセットになります。パスタやサラダに幅広くご利用いただけます。 注意事項 製造者 提供：株式会社STIサンヨー（焼津市焼津5-7-3） ・ふるさと納税よくある質問はこちら ・寄附申込みのキャンセル、返礼品の変更・返品はできません。あらかじめご了承ください。&nbsp;,
60,【送料無料 / メール便】パスタセットブルドック まぜりゃんせ 粉末ソース4種類／セルバ 結束パスタ500g【同梱不可】【ポイント消化】【1000円 ポッキリ パスタ】【スパゲッティ パスタソース】,1000,https://item.rakuten.co.jp/takaocoffee/pd10020/,"パスタと粉末パスタソース【まぜりゃんせ】のお買い得セットです♪ セット内容 ●セルバ スパゲッティ 500g,結束タイプ（100g×5束） 1袋 セルバパスタはデュラムセモリナ小麦100%使用。 麺の太さは食べやすい1.7mm！使いやすい100gごとの結束タイプ。 本場トルコ産セルバの高級スパゲッティです。 ●まぜりゃんせ 粉末ソース 4種類×各1袋各種（1人前×2袋入） 明太子 : 明太子のピリッとしたほどよい辛さが特徴の粉末ソース 梅じそ : 梅にしそ加えたさっぱりとした味わいの粉末ソース たらこ : たらこの風味を活かした粉末ソース ペペロンチーノ : ローストガーリックと輪切り唐辛子が特徴の粉末ソース",
61,北海道パスタ 270g×20袋(ケース) 1.6mm スパゲッティ 北海道産小麦使用 赤城食品,5628,https://item.rakuten.co.jp/ikeri/akp-20/,"商品情報 【商品名/品番：北海道パスタ 90g×3束×20袋/akp-20】 名称/ブランド スパゲッティ 内容量 90g×3束×20袋(1ケース) 原材料 強力小麦粉(小麦(北海道産)) アレルギー 小麦 調理方法 標準茹で時間,7分(パスタの太さ：1.6mm) 容器 小袋 配送業者 ヤマト運輸(クロネコヤマト) お届けまでの日数 決済完了後3日～5日程度(配達日時指定可能) 送料 配送料無料 賞味期限 ※賞味期限は商品裏面に記載しています。 製造日より3年 保存方法 直射日光・高温多湿を避け、常温で保存して下さい。 製造者 赤城食品株式会社 群馬県太田市台之郷町1115 販売者 株式会社,池利 奈良県桜井市芝322-2 0744-43-2421 池利オンラインショッピング（通信販売）では、先様に喜ばれるこだわりのギフト・贈り物・贈答品をご用意しております。 （パスタ 北海道パスタ スパゲッティ ゆめちから 北海道産小麦 〜9999円 〜9,999円) 季節のご挨拶 1月 御年賀 お年賀 お正月 御正月 お年玉 新年会 年始 2月 プチギフト 節分 寒中お見舞 3月 雛祭り ひな祭りひなまつり 送迎会 桃の節句 春彼岸 御彼岸 彼岸入 お彼岸 退職祝い 定年祝い 卒業祝い,合格祝い 進学祝い 4月入社祝い 入学祝い 入園祝い 就職祝い 転勤祝い 昇進祝い 昇格祝い 就任引越祝い 引越し祝い 引越し挨拶 お花見 5月帰省祝い GW ゴールデンウィーク 端午の節句 菖蒲の節句 子供の日 子どもの日 こどもの日 母の日 初節句御祝 6月父の日 7月御中元 お中元 中元 七夕 残暑見舞い 残暑御見舞 8月夏祭り 御盆 お盆 お盆休み お月見 十五夜 9月敬老の日 秋彼岸 御彼岸 彼岸入 お彼岸 10月体育の日 運動会 ハロウィン 11月七五三 御歳暮 お歳暮 12月暮れの挨拶 御歳暮 お歳暮 忘年会 お得意様まわり その他 御礼 お礼 謝礼 御祝 お祝い 内祝い 内祝 御返し お返し お祝い返し 御見舞 御挨拶 ごあいさつ 粗品 松の葉 お引き物 引き出物 引出物 結婚祝い 婚約祝い 金婚式 銀婚式 喜寿祝い 古希祝い 還暦祝い 帰省土産 プレゼント 御見舞 退院祝い 全快祝い 快気祝い 快気内祝い 就任 志 進物 御開店祝 開店御祝い 開店お祝い 開店祝い 御開業祝 周年記念 来客 お餞別 贈答品 粗菓 おもたせ 菓子折り 手土産 心ばかり 寸志 二次会 記念品 景品 開院祝い 御供 お供え物 粗供養 御仏前 御佛前 御霊前 香典返し 法要 仏事 新盆 新盆見舞い 法事 法事引き出物 法事引出物 年回忌法要 一周忌 三回忌 七回忌 十三回忌 十七回忌 二十三回忌 二十七回忌 御膳料 御布施 お子様や、お孫さんと、おばあちゃんやおじいちゃん。お世話になった先生や職場、先輩、後輩、同僚、上司にもご利用ください。 ネット限定お得用商品も販売中。法人様の大量注文にもご対応させていただきます。 &nbsp;",
62,5年保存 非常食セット 7日分 33種類 54品 防災士監修 カロリー計算済 Bセット (パスタ入り),14904,https://item.rakuten.co.jp/giosshop/gs-01-765/,"5年保存 非常食セット 7日分 33種類 54品 防災士監修 カロリー計算済 Bセット (パスタ入り) ●大規模災害に備える2週間分の食料備蓄 支援物質が届くまでには約3日、ライフラインの復旧には1週間から10日以上かかる場合もあると言われています。そのため備蓄食料は「最低3日分、できれば1週間分」が一つの目安。 内閣府中央防災会議でも、南海トラフ巨大地震に備えるには1週間分推奨としています。 ●常備しておきたい！美味しい非常食防災士監修 33種類 54品の大ボリュームセット。 被災時だからこそ、おいしく満足のいく食事をしていただきたい！ という思いを込めて、バリエーション豊かに栄養面も考慮した防災食をセットにしました。 【セット内容】 ★賞味期限 製造日から5年 尾西の白飯100g×2袋 尾西のチキンライス100g×2袋 尾西のわかめごはん100g×2袋 尾西の山菜おこわ100g×2袋 尾西のきのこごはん100g×1袋 尾西のドライカレー100g×1袋 尾西の五目ごはん100g×1袋 わかめおにぎり42g×2袋 五目おこわおにぎり42g×2袋 鮭おにぎり42g×2袋 昆布おにぎり42g×1袋 パティシエの愛するパン プレーンショコラ×1缶 パティシエの愛するパン 黒糖ショコラ×1缶 パティシエの愛するパン 米粉ショコラ×1缶 パティシエの愛するパン プレーン×1缶 サタケ ペペロンチーノ×1袋 サタケ きのこのパスタ×1袋 サタケ カルボナーラ×1袋 UAA食品さば味噌煮×1袋 UAA食品ハンバーグ煮込み×1袋 UAA食品肉じゃが×1袋 UAA食品中華風ミートボール×1袋 UAA食品牛丼の具×1袋 UAA食品筑前煮×1袋 UAA食品ホワイトシチュー×2袋 UAA食品豚汁×2袋 ハウス食品LLヒートレスカレー200g×1袋 カゴメ野菜一日これ一本長期保存用190g×7本 江崎グリコ ビスコ×1缶（1パック5枚入×6パック） 井村屋えいようかん×1箱（60g×5本入） 赤穂化成 備蓄水500ml×7本 非常時・災害時栄養補給食品14g×1袋（7包） ★賞味期限 製造日から6年 スーパーバランス×1袋（全粒粉×4本 ココア味×4本） ※こちらの商品は、メーカー長期欠品により商品が整わない場合がございます。 その場合は、折り返しお電話もしくはメールにてご連絡差し上げますので、必ずご確認下さいますようお願い致します。 ※保存食・保存水の賞味期限について※ 製造年月日の新しいものをお送りするよう努力しておりますが、流通の関係で製造から数ヶ月が過ぎておりますのでご了承下さい。 ※賞味期間は、製造日からの期間です。お届けする商品によっては短くなる場合があります。 リニューアルに伴い、パッケージ・セット内容等予告なく変更する場合がございます。予めご了承ください。 5年保存 非常食 セット 非常食セット ご飯 ごはん おにぎり パン パン缶 缶詰 おかず グリコ ビスコ カゴメ 野菜ジュース 野菜一日これ一本長期保存用 アルファフーズ 尾西食品 サタケ カレー アルファ米 牛丼 パスタ UAA食品 アスト 備蓄 防災 災害時 シチュー 盛りだくさん 備蓄食 防災食 非常時 おいしい 非常食セット7日分 7日分 防災 備蓄 安心 おすすめ 長期保存 美味しい 災害対策 災害 災害時 備蓄食料 備蓄食品 長持ち パスタ バリエーション豊富こちらもおすすめ！▽リュック付き防災食セット▽5年保存 非常食セット 7日分 33種類 54品 防災士監修 カロリー計算済 Bセット (パスタ入り) 5年保存非常食セット7日分33種類 54品防災士監修カロリー計算済 Bセット ●大規模災害に備える2週間分の食料備蓄支援物質が届くまでには約3日、ライフラインの復旧には1週間から10日以上かかる場合もあると言われています。 そのため備蓄食料は「最低3日分、できれば1週間分」が一つの目安。内閣府中央防災会議でも、南海トラフ巨大地震に備えるには1週間分推奨としています。 ●常備しておきたい！美味しい非常食 防災士監修 33種類 54品の大ボリュームセット。 被災時だからこそ、おいしく満足のいく食事をしていただきたい！ という思いを込めて、バリエーション豊かに栄養面も考慮した防災食をセットにしました。 5年保存非常食セット7日分33種類 54品防災士監修カロリー計算済 Bセット セット内容 ★賞味期限 製造日から5年 尾西の白飯100g×2袋 尾西のチキンライス100g×2袋 尾西のわかめごはん100g×2袋 尾西の山菜おこわ100g×2袋 尾西のきのこごはん100g×1袋 尾西のドライカレー100g×1袋 尾西の五目ごはん100g×1袋 わかめおにぎり42g×2袋 五目おこわおにぎり42g×2袋 鮭おにぎり42g×2袋 昆布おにぎり42g×1袋 パティシエの愛するパン プレーンショコラ×1缶 パティシエの愛するパン 黒糖ショコラ×1缶 パティシエの愛するパン 米粉ショコラ×1缶 パティシエの愛するパン プレーン×1缶 サタケ ペペロンチーノ×1袋 サタケ きのこのパスタ×1袋 サタケ カルボナーラ×1袋 UAA食品さば味噌煮×1袋 UAA食品ハンバーグ煮込み×1袋 UAA食品肉じゃが×1袋 UAA食品中華風ミートボール×1袋 UAA食品牛丼の具×1袋 UAA食品筑前煮×1袋 UAA食品ホワイトシチュー×2袋 UAA食品豚汁×2袋 ハウス食品LLヒートレスカレー200g×1袋 カゴメ野菜一日これ一本長期保存用190g×7本 江崎グリコ ビスコ×1缶（1パック5枚入×6パック） 井村屋えいようかん×1箱（60g×5本入） 赤穂化成 備蓄水500ml×7本 非常時・災害時栄養補給食品14g×1袋（7包） ★賞味期限 製造日から6年 スーパーバランス×1袋（全粒粉×4本 ココア味×4本） アレルギー27品目（特定原材料等） 尾西の白飯,なし 尾西のチキンライス,小麦、大豆、鶏肉、豚肉 尾西のわかめごはん,なし 尾西の山菜おこわ,なし 尾西のきのこごはん,なし 尾西のドライカレー,小麦、乳成分、牛肉、大豆、鶏肉、豚肉、ゼラチン 尾西の五目ごはん,小麦、大豆 わかめおにぎり,なし 五目おこわおにぎり,小麦、大豆 鮭おにぎり,さけ 昆布おにぎり,なし パティシエの愛するパン プレーンショコラ 小麦、卵、乳成分、大豆 パティシエの愛するパン 黒糖ショコラ 小麦、卵、乳成分、大豆 パティシエの愛するパン 米粉ショコラ 小麦、乳成分、大豆 パティシエの愛するパン プレーン 小麦、卵、乳成分、大豆 サタケ ペペロンチーノ 小麦、ごま、大豆、鶏肉、豚肉、りんご サタケ きのこのパスタ 小麦、乳、牛肉、大豆、鶏肉 サタケ カルボナーラ 小麦、乳、大豆、鶏肉、豚肉、りんご、ゼラチン UAA食品さば味噌煮,小麦、さば、大豆 UAA食品ハンバーグ煮込み,卵、乳、小麦、牛肉、大豆、豚肉、りんご、ゼラチン UAA食品肉じゃが,小麦、牛肉、大豆 UAA食品中華風ミートボール,卵、乳、小麦、大豆、鶏肉、豚肉、ごま UAA食品牛丼の具,小麦、牛肉、大豆 UAA食品筑前煮,小麦、大豆、鶏肉 UAA食品ホワイトシチュー,なし UAA食品豚汁,大豆、豚肉 ハウス食品LLヒートレスカレー,なし カゴメ野菜一日これ一本長期保存用,なし 江崎グリコ ビスコ,乳成分・小麦（ビスコは鶏卵を使用しておりません） 井村屋えいようかん,なし 赤穂化成 備蓄水,なし非常時・災害時栄養補給食品,なし スーパーバランス,小麦、大豆、ゼラチン、乳、卵 納期 ※こちらの商品は、災害発生時等、メーカー長期欠品により商品が整わない場合がございます。 その場合は、折り返しお電話もしくはメールにてご連絡差し上げますので、必ずご確認下さいますようお願い致します。 ※保存食・保存水の賞味期限について※ 製造年月日の新しいものをお送りするよう努力しておりますが、流通の関係で製造から数ヶ月が過ぎておりますのでご了承下さい。 注意事項 ※賞味期間は、製造日からの期間です。お届けする商品によっては短くなる場合があります。 リニューアルに伴い、パッケージ・セット内容等予告なく変更する場合がございます。予めご了承ください。 5年保存 非常食 セット 非常食セット ご飯 ごはん おにぎり パン パン缶 缶詰 おかず グリコ ビスコ カゴメ 野菜ジュース 野菜一日これ一本長期保存用 アルファフーズ 尾西食品 サタケ カレー アルファ米 牛丼 パスタ UAA食品 アスト 備蓄 防災 災害時 シチュー 盛りだくさん 備蓄食 防災食 非常時 おいしい 非常食セット7日分 7日分 防災 備蓄 安心 おすすめ 長期保存 美味しい 災害対策 災害 災害時 備蓄食料 備蓄食品 長持ち パスタ バリエーション豊富",
63,【ふるさと納税】【波佐見焼】しのぎ 中皿 5colors 5枚セット【一龍陶苑】 [CC18],25000,https://item.rakuten.co.jp/f423238-hasami/cc18/,"・毎日の食卓を彩る食器・大人気！しのぎシリーズ・繊細で美しい！,・電子レンジ・食洗器使用可食器は毎日使うもの。だからこそお気に入りのものを使いたいですよね！ そんなあなたにおすすめな一皿 料理が映えるのはもちろん。取り扱いもとっても楽なんです！食洗機にも電子レンジにも対応しています。 このお皿に載せるだけでいつもより美味しそうに見えるのです。 【しのぎとは】 名もなき職人達によって継承された「しのぎ」の技法。エッジの効いたフォルムに落ち着いた色釉としのぎのコントラストがとても美しい。,, 日常で使う食器でありながら食卓を楽しく彩ってくれます。,,,,,,,,,,,,,,,, point1【我が社で心を込めて作っております】 長崎県の波佐見町で弊社の職人が1枚1枚丁寧に作っております。 窯元からお送りする食器たちをぜひご家庭の食器の仲間に入れてください。 point2 用途様々で使い勝手が良い中皿を5枚セットでお届けします。 毎日使う物だからこそ使いやすくおしゃれに。 朝食の目玉焼きを乗せたりやデザート皿・取り皿としてもおすすめです。 point3 ギフトラッピング・熨斗も対応しております。 ぜひ大切な人への贈り物に。 結婚祝い・内祝い・出産祝い・引っ越し祝い・誕生日・母の日・父の日・クリスマス 【サイズ】 中皿：径17.7×高2cm 240g （瑠璃/キャメル/アメ釉/グレー/緑釉）, 【対応機器】 電子レンジ○ / オーブン× / 食洗機○ #/波佐見焼/セット/ファミリー/ #/波佐見焼/皿/中皿/料理の盛りつけが楽しくなるうつわ シンプルでスタイリッシュな形に、鮮やかなカラーリング。 朝のトーストとスクランブルエッグ シンプルなパスタ お気に入りのケーキ どんな料理も、しのぎのプレートに盛りつければオシャレな印象に！ 不動の人気を誇る“しのぎシリーズ” エッジの効いたフォルムと落ち着いた色釉、そしてヘラなどの工具を使って削り出す鎬文（しのぎもん）の陰影がバランス良く調和する逸品。 店頭ではもちろん、波佐見焼のイベントや陶器まつりでも次から次へと手に取られていく大人気商品！ マグカップやプレート、ボウルなどついついシリーズで揃えたくなります。 嬉しいお声、続々と届いております！ ギフトラッピング・熨斗も対応しております。 ぜひ大切な人への贈り物に。 結婚祝い・内祝い・出産祝い・引っ越し祝い・誕生日・母の日・父の日・クリスマス商品説明 名称,,,しのぎ 中皿 5colors 5枚セット 内容量,, 【セット内容】 しのぎ 皿 ×5色 （瑠璃/キャメル/アメ釉/グレー/緑釉） 【サイズ】 中皿：径17.7×高2cm 240g, 【対応機器】 電子レンジ○ / オーブン× / 食洗機○ 配送期日,入金確認後1ヶ月以内にお届けいたします。 配送方法,常温 提供事業者一龍陶苑 関連商品はこちら 【波佐見焼】しのぎ 楕円皿（大） 5colors 5枚セット【一龍陶苑】 35,000円 【波佐見焼】しのぎ 小付 人気5colors 5枚セット【一龍陶苑】 16,000円 【波佐見焼】しのぎディナー10点セット（黒マット＆グレー）【一龍陶苑】 68,000円 【波佐見焼】 しのぎ ティータイムセット 【ふるさと納税限定】【一龍陶苑】 60,000円 【波佐見焼】花しのぎ ペア大皿（藍・紅）【団陶器】 25,000円 【波佐見焼】花しのぎ 取皿5色セット【団陶器】 19,000円 お申し込み前に必ずご確認ください #/波佐見焼/セット/ファミリー/ #/波佐見焼/皿/中皿/",
64,【ふるさと納税】【長期保存食】5年保存非常食15食セット パスタ トマト コーンクリーム 和風 防災 災害 非常食 アウトドア キャンプ グランピング バーベキュー,20000,https://item.rakuten.co.jp/f252042-omihachiman/bo03sm/,"商品詳細 名称 5年保存非常食15食セット 容量 5年保存非常食,その場deパスタ,3種類各5食 ・コーンクリーム(1食65g) ・和風(1食55g) ・トマト(1食66g) スプーン各1本付属 消費期限 製造から5年間6ヶ月 配送方法 常温 アレルギー コーンクリーム：小麦・乳成分・大豆・鶏肉 和風：小麦・大豆 トマト：小麦・乳成分・大豆・豚肉 詳細 5年保存が可能なパスタの非常食です。トマト/コーンクリーム/和風の3種類が各5食ずつ入っております。 「簡単・素早く・美味しい」をモットーに商品開発をしております。 お湯を注いで3分（水の場合は約20分）で美味しいパスタが召し上がり頂けます。災害時だけでなくアウトドアにも使用いただけます。 ★ 謝礼品の品質向上等のため、『 アンケートはがき 』を同封させていただきますので、ご記入の上、返送くださいますようお願いいたします。 同封されていない場合は、お手数ですが、近江八幡市ふるさと納税コールセンター（0570-03-4129）までご連絡ください。 ご注意事項 ・冷蔵謝礼品の場合、消費期限が発送日から3日と短くなっておりますので、配達時の不在には十分にご注意ください。 ・冷蔵謝礼品（一部を除く）の場合、出荷日から2日後までにお受け取りできなかった時は、品質保持のため冷凍保管に切り替えての配達となります。 ・謝礼品受取後、すぐに謝礼品の状態を確認し、不良の場合は下記コールセンターまでご連絡ください。なお、感謝を表する謝礼品につき、冷蔵については出荷日より3日以上、冷凍については出荷日より7日以上、経過してからの対応はできませんので予めご了承ください。 ふるさと納税コールセンター 0570-03-4129 【原材料名】 【コーンクリーム】 麺（デュラム小麦のセモリナ）（ベルギー製造）、乳等を主要原料とする食品、乾燥じゃがいも、澱粉分解物、砂糖、食塩、白菜エキスパウダー（デキストリン・白菜エキス・食塩）にんにく粉末、チキン風味調味料、乾燥野菜（パセリ）、コーン（遺伝子組み換えでない）、香辛料（一部に乳成分・小麦・大豆・鶏肉を含む）/調味料（アミノ酸）、香料、酸味料 【和風】 麺（デュラム小麦のセモリナ）（ベルギー製造）、粉末醤油、かつお節粉末、食塩、甜菜糖、酵母エキス、昆布粉末、シイタケ、ネギ、加工デンプン（一部に小麦・大豆を含む） 【トマト】 麺（デュラム小麦のセモリナ）（ベルギー製造）、砂糖、食塩、トマトパウダー、脱脂粉乳、オニオンパウダー、香辛料、豚脂、パプリカパウダー、コーン（遺伝子組み換えではない）（一部に小麦・乳成分・大豆・豚肉を含む）/調味料（アミノ酸等）、着色料（カロチノイド・ビートレッド・アトナー）、酸味料 【栄養成分表示】 【コーンクリーム】 熱量 254kcal,たんぱく質 8.6g,脂質 3.1g,炭水化物 47.9g,ナトリウム 1.4g 【和風】 熱量 208kcal,たんぱく質 8.3g,脂質 1.2g,炭水化物 40.7g,ナトリウム 1.1g 【トマト】 熱量 241kcal,たんぱく質 8.0g,脂質 1.4g,炭水化物 48.9g,ナトリウム 3.8g 謝礼品発送事業者 株式会社尾賀亀 連絡先 【謝礼品の内容のご質問、発送について】 株式会社尾賀亀 0748-33-3108 【謝礼品以外のふるさと納税に関することについて】 ふるさと納税コールセンター 0570-03-4129 【ふるさと納税】【送料無料】【お買い物マラソン】【楽天スーパーセール】【スーパーSALE】【ポイント消化】",
65,【ふるさと納税】ピエトロ オマール海老のクリームソース 5食セット パスタソース 5食 ピエトロ 調味料 パスタソース レトルト 長期保存 保存食 備蓄 送料無料,11000,https://item.rakuten.co.jp/f402231-koga/720/,"商品説明 名称 オマール海老のクリームソース,5食セット 原材料名 オマール海老のだし、えび、乳等を主要原料とする食品、アメリケーヌソース、玉ねぎ、ホワイトソースルウ、食用植物油脂、トマトペースト、香辛料、食塩、オマール海老エキス、昆布茶、えびペースト、えびエキス、粉末ブイヨン、砂糖／増粘剤（加工デンプン、キサンタン）、調味料（アミノ酸等）、着色料（カロチノイド）、香料、酸味料、（一部に乳成分・小麦・えび・牛肉・大豆・豚肉を含む） 内容量 【商品の数量】 オマール海老のクリームソース×5 【内容量】 ●オマール海老のクリームソース:105g ※1袋当たり 【サイズ】 [縦×横×高] 1.0×14.0×18.0cm ※1袋当たり 栄養成分 エネルギー134kcal たんぱく質4.6g 脂質9.5g 炭水化物7.8g 食塩相当量1.9g ※1袋(105g)あたり 製造地 製造地：福岡県 賞味期限 パスタソース:製造日から1年 保存方法 直射日光、高温下はさけて常温で保存してください。 お召し上がり方 内袋の封をきらずに、沸騰したお湯の中で3〜5分温めて下さい。 配送 常温 製造者 株式会社ピエトロ （福岡市中央区天神三丁目4番5号） 商品説明 一度も凍結させていないフレッシュなオマール海老の肩肉のみを使用して作るオマール出汁を使用し、海老の旨みや風味がとけ込んだ濃厚なソースに仕上げています。 オマール海老の旨みを引き立てる“たまねぎ”“にんにく”は、こだわりの国産のものを使用。ぷりぷりの海老の食感と濃厚な旨みをお楽しみいただける、レストラン仕込みの本格的なパスタソースです。 ・ふるさと納税よくある質問はこちら ・寄附申込みのキャンセル、返礼品の変更・返品はできません。あらかじめご了承ください。「ふるさと納税」寄附金は、下記の事業を推進する資金として活用してまいります。 寄附を希望される皆さまの想いでお選びください。 (1）市長が指定する事業（事業指定はしない） ★新型コロナウイルス感染症対策の事業を希望される場合はこちらをお選びください。 (2）ふるさとの輝く子どもの育成に関する事業 (3）特色あるふるさとづくりに関する事業 (4）ふるさとの安全、安心に関する事業 (5）ふるさとの環境保全に関する事業 (6）ふるさとで頑張っている市民及び団体の支援に関する事業 特徴のご希望がなければ、市政全般に活用いたします。 入金確認後、注文内容確認画面の【注文者情報】に記載の住所にお送りいたします。 発送の時期は、寄附確認後2ヵ月以内を目途に、お礼の特産品とは別にお送りいたします。",
